Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-01-02,S001,P0001,Groceries,West,116,81,104,27.95,10,Cloudy,0,30.89,Spring
2022-01-02,S001,P0002,Clothing,West,416,163,79,19.78,15,Cloudy,0,18.76,Spring
2022-01-02,S001,P0003,Clothing,South,488,464,163,70.99,10,Snowy,0,72.93,Summer
2022-01-02,S001,P0004,Groceries,East,248,116,107,49.56,5,Snowy,0,50.46,Summer
2022-01-02,S001,P0005,Electronics,East,238,200,40,23.76,15,Sunny,1,19.19,Summer
2022-01-02,S001,P0006,Furniture,East,471,58,32,47.56,0,Snowy,1,46.82,Summer
2022-01-02,S001,P0007,Electronics,North,178,56,149,17.1,5,Snowy,1,17.0,Autumn
2022-01-02,S001,P0008,Clothing,East,92,74,121,58.89,5,Cloudy,0,61.56,Autumn
2022-01-02,S001,P0009,Toys,South,99,54,182,99.76,20,Cloudy,0,95.61,Spring
2022-01-02,S001,P0010,Clothing,North,171,39,163,11.44,5,Sunny,0,12.71,Summer
2022-01-02,S001,P0011,Furniture,East,215,12,173,53.84,0,Cloudy,1,53.79,Spring
2022-01-02,S001,P0012,Furniture,East,281,56,187,57.84,5,Snowy,1,60.99,Summer
2022-01-02,S001,P0013,Toys,North,455,31,124,35.51,15,Cloudy,1,31.06,Autumn
2022-01-02,S001,P0014,Electronics,West,84,25,20,31.41,0,Cloudy,1,28.6,Spring
2022-01-02,S001,P0015,Electronics,East,246,198,67,28.06,20,Cloudy,1,30.29,Winter
2022-01-02,S001,P0016,Electronics,West,399,77,147,35.67,15,Snowy,0,38.02,Summer
2022-01-02,S001,P0017,Furniture,West,242,165,105,28.18,5,Cloudy,0,27.5,Autumn
2022-01-02,S001,P0018,Toys,North,478,42,168,74.42,5,Snowy,0,69.67,Summer
2022-01-02,S001,P0019,Furniture,South,156,8,67,91.95,5,Cloudy,1,87.43,Spring
2022-01-02,S001,P0020,Electronics,North,221,174,168,97.88,0,Snowy,0,99.5,Autumn
2022-01-02,S002,P0001,Electronics,West,402,343,141,66.57,20,Rainy,1,63.92,Summer
2022-01-02,S002,P0002,Furniture,West,132,71,60,90.36,5,Rainy,0,86.73,Winter
2022-01-02,S002,P0003,Groceries,West,218,157,31,92.24,5,Snowy,1,89.57,Autumn
2022-01-02,S002,P0004,Groceries,South,131,88,109,68.71,0,Snowy,0,69.34,Spring
2022-01-02,S002,P0005,Groceries,North,93,64,128,87.22,5,Cloudy,1,90.59,Spring
2022-01-02,S002,P0006,Groceries,East,344,273,154,79.38,0,Rainy,0,77.28,Autumn
2022-01-02,S002,P0007,Groceries,North,340,247,148,17.41,15,Snowy,0,13.57,Summer
2022-01-02,S002,P0008,Electronics,North,241,42,187,14.8,15,Sunny,1,13.94,Spring
2022-01-02,S002,P0009,Electronics,North,296,197,157,30.5,0,Sunny,0,28.86,Spring
2022-01-02,S002,P0010,Groceries,West,472,374,65,27.84,15,Cloudy,1,32.0,Spring
2022-01-02,S002,P0011,Furniture,East,308,154,22,88.62,0,Cloudy,0,86.3,Winter
2022-01-02,S002,P0012,Toys,North,434,236,30,82.35,20,Rainy,0,83.13,Autumn
2022-01-02,S002,P0013,Toys,North,287,278,92,92.57,10,Sunny,1,97.09,Summer
2022-01-02,S002,P0014,Furniture,West,190,27,134,94.38,5,Rainy,0,89.47,Autumn
2022-01-02,S002,P0015,Toys,North,353,106,191,70.59,0,Cloudy,1,75.27,Winter
2022-01-02,S002,P0016,Toys,West,210,154,70,63.13,10,Sunny,0,67.23,Autumn
2022-01-02,S002,P0017,Clothing,West,193,176,38,46.04,5,Rainy,1,41.4,Autumn
2022-01-02,S002,P0018,Groceries,East,124,124,46,21.07,10,Sunny,0,21.71,Autumn
2022-01-02,S002,P0019,Toys,East,492,479,132,79.11,0,Cloudy,0,80.06,Winter
2022-01-02,S002,P0020,Clothing,South,222,78,42,64.99,0,Sunny,1,65.4,Summer
2022-01-02,S003,P0001,Toys,West,277,114,40,73.48,10,Cloudy,0,72.55,Autumn
2022-01-02,S003,P0002,Groceries,East,175,2,140,87.5,0,Rainy,0,91.2,Autumn
2022-01-02,S003,P0003,Toys,East,157,7,187,88.68,20,Cloudy,1,87.38,Autumn
2022-01-02,S003,P0004,Furniture,West,120,54,154,82.36,20,Snowy,0,85.85,Autumn
2022-01-02,S003,P0005,Furniture,East,375,282,61,38.56,5,Cloudy,0,36.57,Winter
2022-01-02,S003,P0006,Groceries,East,302,93,33,97.74,0,Cloudy,0,97.69,Winter
2022-01-02,S003,P0007,Electronics,West,375,85,40,37.68,15,Cloudy,0,36.72,Autumn
2022-01-02,S003,P0008,Clothing,South,248,136,50,36.03,5,Rainy,0,37.49,Spring
2022-01-02,S003,P0009,Electronics,West,219,140,196,88.97,0,Snowy,1,91.53,Spring
2022-01-02,S003,P0010,Furniture,West,146,79,155,16.48,10,Cloudy,1,21.42,Spring
2022-01-02,S003,P0011,Furniture,South,218,106,111,58.37,10,Cloudy,1,58.1,Autumn
2022-01-02,S003,P0012,Groceries,West,260,1,142,27.86,5,Snowy,1,31.78,Winter
2022-01-02,S003,P0013,Electronics,West,414,203,53,39.14,5,Rainy,1,35.3,Autumn
2022-01-02,S003,P0014,Toys,North,420,368,71,66.51,0,Cloudy,0,70.84,Spring
2022-01-02,S003,P0015,Electronics,East,435,286,159,89.65,20,Snowy,0,84.99,Winter
2022-01-02,S003,P0016,Clothing,South,230,69,173,86.7,20,Rainy,0,91.05,Spring
2022-01-02,S003,P0017,Toys,South,456,52,78,29.69,20,Snowy,0,25.27,Summer
2022-01-02,S003,P0018,Toys,East,319,109,83,86.93,10,Rainy,1,82.59,Winter
2022-01-02,S003,P0019,Furniture,North,59,50,135,59.33,10,Cloudy,0,54.98,Spring
2022-01-02,S003,P0020,Electronics,East,155,0,92,57.07,10,Rainy,1,53.34,Summer
2022-01-02,S004,P0001,Electronics,North,144,22,45,74.16,15,Rainy,0,69.74,Autumn
2022-01-02,S004,P0002,Electronics,East,283,45,156,59.38,0,Sunny,1,62.4,Spring
2022-01-02,S004,P0003,Clothing,East,347,89,122,48.18,0,Sunny,1,49.64,Spring
2022-01-02,S004,P0004,Groceries,East,410,209,128,94.75,20,Snowy,0,90.1,Autumn
2022-01-02,S004,P0005,Toys,West,99,4,76,60.89,5,Sunny,0,59.42,Autumn
2022-01-02,S004,P0006,Toys,East,97,47,138,14.71,5,Cloudy,0,16.85,Autumn
2022-01-02,S004,P0007,Furniture,West,339,115,95,33.09,10,Rainy,0,28.55,Spring
2022-01-02,S004,P0008,Toys,South,144,27,119,98.75,15,Snowy,0,102.7,Summer
2022-01-02,S004,P0009,Furniture,South,110,90,28,12.4,20,Snowy,0,8.56,Autumn
2022-01-02,S004,P0010,Groceries,South,348,206,67,92.01,15,Snowy,1,87.81,Autumn
2022-01-02,S004,P0011,Toys,East,458,328,144,92.12,20,Sunny,1,87.37,Spring
2022-01-02,S004,P0012,Groceries,South,403,155,24,37.39,20,Sunny,0,38.71,Spring
2022-01-02,S004,P0013,Clothing,West,198,184,161,85.35,10,Rainy,1,80.79,Spring
2022-01-02,S004,P0014,Electronics,East,472,16,166,82.64,0,Cloudy,0,78.35,Autumn
2022-01-02,S004,P0015,Toys,North,178,90,79,92.19,10,Snowy,1,97.07,Summer
2022-01-02,S004,P0016,Clothing,West,215,178,111,61.41,0,Sunny,0,61.32,Spring
2022-01-02,S004,P0017,Electronics,South,477,256,150,96.47,20,Cloudy,0,93.35,Spring
2022-01-02,S004,P0018,Furniture,South,198,27,62,89.33,0,Sunny,0,89.63,Spring
2022-01-02,S004,P0019,Groceries,North,110,67,83,59.49,20,Rainy,1,57.55,Spring
2022-01-02,S004,P0020,Electronics,North,254,84,112,73.05,15,Sunny,1,74.55,Autumn
2022-01-02,S005,P0001,Groceries,East,223,67,53,67.49,5,Sunny,0,65.24,Winter
2022-01-02,S005,P0002,Furniture,West,100,15,114,66.05,10,Sunny,1,65.16,Autumn
2022-01-02,S005,P0003,Toys,West,397,333,35,80.88,20,Rainy,1,84.97,Winter
2022-01-02,S005,P0004,Groceries,North,442,56,38,60.5,10,Cloudy,1,64.88,Spring
2022-01-02,S005,P0005,Furniture,West,411,165,194,71.72,20,Rainy,0,75.17,Autumn
2022-01-02,S005,P0006,Clothing,North,76,54,175,69.21,15,Rainy,1,71.17,Summer
2022-01-02,S005,P0007,Clothing,East,257,93,148,70.69,20,Snowy,0,71.37,Winter
2022-01-02,S005,P0008,Furniture,East,353,250,57,63.54,15,Cloudy,0,61.05,Summer
2022-01-02,S005,P0009,Electronics,West,119,90,76,78.08,10,Sunny,0,73.69,Winter
2022-01-02,S005,P0010,Furniture,West,403,83,77,43.09,10,Sunny,1,47.02,Spring
2022-01-02,S005,P0011,Electronics,East,60,16,149,25.67,5,Sunny,1,27.78,Winter
2022-01-02,S005,P0012,Toys,West,182,87,121,38.59,20,Rainy,0,33.87,Spring
2022-01-02,S005,P0013,Furniture,East,455,241,136,57.99,5,Sunny,0,55.4,Spring
2022-01-02,S005,P0014,Toys,South,437,286,116,14.65,20,Snowy,1,13.12,Winter
2022-01-02,S005,P0015,Clothing,West,289,60,83,63.26,0,Rainy,1,61.02,Autumn
2022-01-02,S005,P0016,Groceries,East,487,437,106,43.64,15,Cloudy,1,39.13,Autumn
2022-01-02,S005,P0017,Toys,North,418,377,76,84.85,20,Sunny,1,84.29,Summer
2022-01-02,S005,P0018,Clothing,West,89,83,113,47.05,15,Rainy,1,47.89,Spring
2022-01-02,S005,P0019,Clothing,West,421,203,152,76.83,20,Snowy,0,75.86,Spring
2022-01-02,S005,P0020,Clothing,South,211,183,189,93.95,10,Sunny,1,98.89,Spring
2022-01-03,S001,P0001,Electronics,West,154,5,189,62.7,20,Rainy,0,58.22,Winter
2022-01-03,S001,P0002,Clothing,East,282,199,70,54.02,0,Cloudy,0,52.91,Spring
2022-01-03,S001,P0003,Toys,South,183,176,124,26.03,10,Rainy,0,29.38,Winter
2022-01-03,S001,P0004,Electronics,East,239,214,51,10.19,0,Cloudy,1,7.82,Winter
2022-01-03,S001,P0005,Groceries,West,368,165,56,95.54,0,Sunny,0,91.29,Spring
2022-01-03,S001,P0006,Furniture,South,57,9,40,57.65,5,Sunny,0,58.01,Summer
2022-01-03,S001,P0007,Clothing,South,460,140,70,87.85,20,Sunny,0,91.9,Winter
2022-01-03,S001,P0008,Groceries,West,214,177,150,53.94,5,Snowy,0,51.47,Autumn
2022-01-03,S001,P0009,Groceries,South,407,217,55,61.42,20,Sunny,0,65.86,Winter
2022-01-03,S001,P0010,Electronics,West,51,47,155,99.14,10,Snowy,0,102.66,Autumn
2022-01-03,S001,P0011,Groceries,East,252,3,98,60.52,0,Cloudy,0,62.72,Autumn
2022-01-03,S001,P0012,Clothing,East,72,2,62,86.93,15,Cloudy,0,83.11,Summer
2022-01-03,S001,P0013,Clothing,South,194,18,120,83.11,10,Snowy,1,85.16,Summer
2022-01-03,S001,P0014,Toys,South,302,242,145,32.28,10,Rainy,1,30.1,Winter
2022-01-03,S001,P0015,Toys,North,330,228,157,52.17,10,Sunny,1,52.43,Summer
2022-01-03,S001,P0016,Clothing,East,148,31,160,93.61,15,Snowy,1,94.15,Spring
2022-01-03,S001,P0017,Clothing,North,315,16,197,98.25,5,Sunny,0,100.34,Spring
2022-01-03,S001,P0018,Furniture,East,97,20,147,78.53,5,Rainy,0,75.48,Autumn
2022-01-03,S001,P0019,Furniture,South,240,193,171,56.91,0,Sunny,1,54.2,Spring
2022-01-03,S001,P0020,Toys,North,178,118,162,35.32,20,Cloudy,1,37.56,Summer
2022-01-03,S002,P0001,Toys,North,405,96,171,48.08,0,Rainy,1,49.4,Autumn
2022-01-03,S002,P0002,Electronics,North,200,48,47,46.95,15,Snowy,1,43.48,Summer
2022-01-03,S002,P0003,Furniture,West,327,130,166,94.45,20,Cloudy,1,99.26,Winter
2022-01-03,S002,P0004,Groceries,North,409,11,48,27.28,10,Snowy,1,28.61,Autumn
2022-01-03,S002,P0005,Groceries,West,327,313,194,29.74,0,Snowy,1,31.67,Winter
2022-01-03,S002,P0006,Furniture,North,388,352,199,27.64,5,Snowy,0,27.19,Summer
2022-01-03,S002,P0007,Toys,South,483,265,108,60.54,5,Rainy,0,55.83,Autumn
2022-01-03,S002,P0008,Furniture,South,70,11,137,58.55,10,Cloudy,0,63.45,Summer
2022-01-03,S002,P0009,Groceries,South,288,191,29,58.59,0,Cloudy,0,60.98,Summer
2022-01-03,S002,P0010,Electronics,West,270,185,150,95.48,0,Rainy,1,91.76,Winter
2022-01-03,S002,P0011,Clothing,North,217,143,66,37.81,20,Snowy,1,37.14,Autumn
2022-01-03,S002,P0012,Electronics,West,221,85,84,48.7,10,Rainy,0,51.33,Spring
2022-01-03,S002,P0013,Groceries,West,303,270,164,65.89,10,Cloudy,0,64.52,Summer
2022-01-03,S002,P0014,Groceries,West,298,233,143,20.37,0,Rainy,1,23.3,Spring
2022-01-03,S002,P0015,Furniture,West,193,187,57,46.25,0,Snowy,0,49.2,Spring
2022-01-03,S002,P0016,Electronics,South,205,39,147,71.74,10,Rainy,0,76.17,Winter
2022-01-03,S002,P0017,Toys,West,427,234,195,20.57,10,Rainy,1,22.24,Autumn
2022-01-03,S002,P0018,Clothing,South,365,213,106,29.88,20,Rainy,1,25.73,Autumn
2022-01-03,S002,P0019,Clothing,North,111,55,163,73.98,15,Rainy,1,73.5,Winter
2022-01-03,S002,P0020,Groceries,South,271,22,178,45.02,10,Sunny,0,47.01,Spring
2022-01-03,S003,P0001,Clothing,North,134,100,185,82.88,10,Sunny,1,86.74,Autumn
2022-01-03,S003,P0002,Groceries,North,405,353,74,17.36,0,Cloudy,1,17.32,Spring
2022-01-03,S003,P0003,Electronics,West,290,255,118,42.7,20,Snowy,0,40.38,Autumn
2022-01-03,S003,P0004,Clothing,South,403,154,189,89.67,15,Sunny,0,88.99,Autumn
2022-01-03,S003,P0005,Clothing,East,311,147,29,65.77,0,Cloudy,1,61.06,Spring
2022-01-03,S003,P0006,Electronics,North,448,342,112,95.74,10,Cloudy,0,94.29,Summer
2022-01-03,S003,P0007,Furniture,West,277,54,126,98.9,0,Cloudy,0,97.62,Summer
2022-01-03,S003,P0008,Toys,East,421,289,112,41.11,15,Cloudy,0,36.9,Summer
2022-01-03,S003,P0009,Toys,South,241,179,135,42.07,0,Snowy,1,37.66,Winter
2022-01-03,S003,P0010,Furniture,South,186,175,75,95.89,0,Rainy,1,96.19,Autumn
2022-01-03,S003,P0011,Clothing,West,413,209,86,84.12,5,Sunny,0,89.06,Spring
2022-01-03,S003,P0012,Toys,East,112,109,46,71.21,20,Rainy,1,74.71,Summer
2022-01-03,S003,P0013,Groceries,South,268,43,78,49.23,0,Rainy,1,47.75,Spring
2022-01-03,S003,P0014,Toys,South,347,58,38,21.87,10,Rainy,1,25.0,Autumn
2022-01-03,S003,P0015,Electronics,South,495,399,86,60.83,0,Cloudy,1,60.34,Spring
2022-01-03,S003,P0016,Clothing,West,324,95,145,56.78,20,Rainy,0,60.75,Winter
2022-01-03,S003,P0017,Clothing,West,330,296,138,76.12,5,Snowy,0,77.55,Spring
2022-01-03,S003,P0018,Electronics,East,297,105,66,98.9,10,Sunny,0,96.55,Winter
2022-01-03,S003,P0019,Clothing,East,169,103,47,46.24,5,Cloudy,0,47.84,Autumn
2022-01-03,S003,P0020,Toys,South,257,131,103,16.35,15,Cloudy,0,19.59,Autumn
2022-01-03,S004,P0001,Groceries,East,175,66,140,83.63,15,Sunny,0,79.9,Summer
2022-01-03,S004,P0002,Groceries,West,228,163,161,81.57,0,Cloudy,1,77.66,Winter
2022-01-03,S004,P0003,Clothing,South,188,98,176,44.68,10,Snowy,0,42.55,Spring
2022-01-03,S004,P0004,Groceries,East,211,150,20,60.11,0,Rainy,1,62.3,Summer
2022-01-03,S004,P0005,Furniture,North,149,15,60,24.63,20,Snowy,0,27.97,Winter
2022-01-03,S004,P0006,Electronics,North,383,36,75,36.31,5,Cloudy,1,34.82,Autumn
2022-01-03,S004,P0007,Electronics,East,478,303,153,11.36,15,Cloudy,1,15.64,Autumn
2022-01-03,S004,P0008,Electronics,East,217,209,35,63.1,10,Rainy,1,65.17,Winter
2022-01-03,S004,P0009,Electronics,West,73,69,65,30.82,20,Sunny,0,35.26,Winter
2022-01-03,S004,P0010,Electronics,West,467,143,183,23.73,0,Snowy,0,21.84,Winter
2022-01-03,S004,P0011,Clothing,West,353,239,44,29.49,5,Sunny,0,31.68,Winter
2022-01-03,S004,P0012,Groceries,North,471,192,115,74.42,15,Cloudy,1,75.61,Autumn
2022-01-03,S004,P0013,Clothing,South,129,23,92,58.3,20,Rainy,1,59.12,Autumn
2022-01-03,S004,P0014,Groceries,East,301,165,34,60.58,0,Sunny,1,58.02,Winter
2022-01-03,S004,P0015,Groceries,South,423,85,73,73.48,0,Rainy,0,77.0,Spring
2022-01-03,S004,P0016,Groceries,East,385,79,130,16.18,10,Cloudy,0,18.35,Spring
2022-01-03,S004,P0017,Toys,North,74,33,29,38.52,15,Rainy,0,39.57,Spring
2022-01-03,S004,P0018,Electronics,South,467,270,108,46.93,0,Snowy,0,46.83,Winter
2022-01-03,S004,P0019,Toys,North,140,1,47,80.41,0,Snowy,0,76.9,Winter
2022-01-03,S004,P0020,Clothing,East,197,149,134,95.33,20,Cloudy,0,97.42,Winter
2022-01-03,S005,P0001,Groceries,North,159,3,145,36.3,0,Snowy,0,34.96,Winter
2022-01-03,S005,P0002,Electronics,North,322,59,111,82.08,10,Sunny,1,84.13,Spring
2022-01-03,S005,P0003,Groceries,East,106,15,101,46.4,20,Snowy,0,49.42,Summer
2022-01-03,S005,P0004,Groceries,South,475,351,132,59.76,5,Cloudy,0,57.14,Spring
2022-01-03,S005,P0005,Groceries,North,83,66,57,60.35,20,Sunny,1,60.81,Winter
2022-01-03,S005,P0006,Groceries,West,117,62,58,40.61,10,Snowy,1,44.37,Autumn
