Date,Store ID,Product ID,Inventory Level,Units Sold,Price,Discount,Holiday/Promotion,month,day_of_week,is_weekend,day_of_month,cat__Clothing,cat__Electronics,cat__Furniture,cat__Groceries,cat__Toys,seasonality_encoded,units_sold_lag1,units_sold_lag7,units_sold_7d_avg,units_sold_14d_avg,discount_amount,price_advantage
2022-01-01,S002,P0002,373,141,46.16,10,1,1,5,1,1,True,False,False,False,False,3,0.0,0.0,206.5,176.92307692307693,4.616,-0.9499999999999957
2022-01-01,S002,P0003,445,182,20.46,20,1,1,5,1,1,False,False,True,False,False,0,0.0,0.0,155.16666666666666,109.84615384615384,4.0920000000000005,1.5399999999999991
2022-01-01,S002,P0004,191,63,26.19,0,0,1,5,1,1,False,False,False,False,True,2,0.0,0.0,56.166666666666664,109.0,0.0,1.8699999999999974
2022-01-01,S002,P0005,281,156,83.29,20,0,1,5,1,1,False,False,False,False,True,2,0.0,0.0,115.16666666666667,126.61538461538461,16.658,-2.6500000000000057
2022-01-01,S002,P0006,492,250,85.59,20,0,1,5,1,1,False,False,True,False,False,3,0.0,0.0,173.16666666666666,137.69230769230768,17.118000000000002,1.2299999999999898
2022-01-01,S002,P0007,460,393,91.13,5,0,1,5,1,1,False,False,False,True,False,1,0.0,0.0,138.33333333333334,120.6923076923077,4.5565,2.200000000000003
2022-01-01,S002,P0008,304,29,66.96,20,0,1,5,1,1,False,True,False,False,False,1,0.0,0.0,162.16666666666666,221.15384615384616,13.392,-1.5999999999999943
2022-01-01,S002,P0009,113,9,81.29,5,1,1,5,1,1,True,False,False,False,False,3,0.0,0.0,145.0,170.92307692307693,4.064500000000001,0.769999999999996
2022-01-01,S002,P0010,157,126,60.84,0,1,1,5,1,1,False,True,False,False,False,3,0.0,0.0,176.16666666666666,200.0,0.0,4.3799999999999955
2022-01-01,S002,P0011,67,13,34.62,0,1,1,5,1,1,False,False,False,True,False,2,0.0,0.0,114.5,139.23076923076923,0.0,-0.6400000000000006
2022-01-01,S002,P0012,281,25,19.56,5,1,1,5,1,1,False,False,False,True,False,3,0.0,0.0,77.66666666666667,114.07692307692308,0.978,-0.5499999999999972
2022-01-01,S002,P0013,389,283,57.78,20,0,1,5,1,1,True,False,False,False,False,0,0.0,0.0,121.33333333333333,135.3846153846154,11.556000000000001,0.7199999999999989
2022-01-01,S002,P0014,465,359,91.28,20,0,1,5,1,1,False,True,False,False,False,1,0.0,0.0,173.16666666666666,143.92307692307693,18.256,-0.4300000000000068
2022-01-01,S002,P0015,197,129,59.9,15,1,1,5,1,1,False,False,False,False,True,3,0.0,0.0,121.33333333333333,163.76923076923077,8.985,-4.670000000000002
2022-01-01,S002,P0016,242,63,45.65,20,1,1,5,1,1,False,False,False,False,True,0,0.0,0.0,87.83333333333333,127.76923076923077,9.13,-3.479999999999997
2022-01-01,S002,P0017,398,373,11.71,20,1,1,5,1,1,False,False,False,True,False,3,0.0,0.0,125.83333333333333,157.30769230769232,2.342,-1.7100000000000009
2022-01-01,S002,P0018,234,160,58.84,5,0,1,5,1,1,False,False,False,True,False,1,0.0,0.0,173.33333333333334,142.07692307692307,2.942,-4.450000000000003
2022-01-01,S002,P0019,67,15,84.99,5,1,1,5,1,1,False,False,False,False,True,3,0.0,0.0,189.0,169.23076923076923,4.2495,-3.969999999999999
2022-01-01,S002,P0020,221,101,87.1,0,1,1,5,1,1,False,False,False,False,True,0,0.0,0.0,207.33333333333334,162.53846153846155,0.0,4.460000000000008
2022-01-01,S003,P0001,241,147,67.21,5,1,1,5,1,1,False,False,False,False,True,1,0.0,0.0,210.33333333333334,149.92307692307693,3.3605,0.18000000000000682
2022-01-01,S003,P0002,115,4,28.2,10,1,1,5,1,1,False,True,False,False,False,0,0.0,0.0,90.83333333333333,113.53846153846153,2.8200000000000003,-2.5700000000000003
2022-01-01,S003,P0003,375,77,56.16,10,1,1,5,1,1,False,False,False,True,False,0,0.0,0.0,255.83333333333334,213.30769230769232,5.616,1.0
2022-01-01,S003,P0004,153,31,89.53,20,1,1,5,1,1,False,False,False,False,True,3,0.0,0.0,170.5,146.53846153846155,17.906000000000002,4.069999999999993
2022-01-01,S003,P0005,438,325,97.95,20,0,1,5,1,1,True,False,False,False,False,3,0.0,0.0,171.5,166.30769230769232,19.590000000000003,-4.409999999999997
2022-01-01,S003,P0006,456,163,76.37,5,1,1,5,1,1,False,False,False,True,False,1,0.0,0.0,156.66666666666666,108.61538461538461,3.8185000000000002,-4.990000000000009
2022-01-01,S003,P0007,189,34,86.99,15,1,1,5,1,1,False,True,False,False,False,1,0.0,0.0,191.16666666666666,141.15384615384616,13.048499999999999,3.510000000000005
2022-01-01,S003,P0008,223,47,66.53,15,1,1,5,1,1,False,False,False,False,True,0,0.0,0.0,178.5,142.07692307692307,9.9795,3.9299999999999926
2022-01-01,S003,P0009,381,15,74.86,15,1,1,5,1,1,False,False,False,True,False,3,0.0,0.0,120.33333333333333,122.07692307692308,11.229,-0.9299999999999926
2022-01-01,S003,P0010,166,126,97.09,5,1,1,5,1,1,False,False,False,True,False,1,0.0,0.0,177.16666666666666,125.07692307692308,4.854500000000001,-1.2900000000000063
2022-01-01,S003,P0011,292,232,56.19,0,1,1,5,1,1,False,False,False,False,True,3,0.0,0.0,104.0,96.84615384615384,0.0,1.6600000000000037
2022-01-01,S003,P0012,311,175,90.38,20,0,1,5,1,1,False,True,False,False,False,1,0.0,0.0,169.5,134.0,18.076,-0.8599999999999994
2022-01-01,S003,P0013,51,17,73.98,20,1,1,5,1,1,False,False,True,False,False,1,0.0,0.0,110.16666666666667,127.15384615384616,14.796000000000001,2.6700000000000017
2022-01-01,S003,P0014,398,369,79.03,5,0,1,5,1,1,False,True,False,False,False,0,0.0,0.0,124.83333333333333,98.38461538461539,3.9515000000000002,3.480000000000004
2022-01-01,S003,P0015,445,260,27.72,5,0,1,5,1,1,True,False,False,False,False,2,0.0,0.0,167.0,164.53846153846155,1.3860000000000001,-4.439999999999998
2022-01-01,S003,P0016,487,347,98.18,15,0,1,5,1,1,False,False,False,True,False,3,0.0,0.0,139.33333333333334,139.46153846153845,14.727,1.3999999999999915
2022-01-01,S003,P0017,429,150,27.1,5,1,1,5,1,1,True,False,False,False,False,0,0.0,0.0,116.16666666666667,124.76923076923077,1.3550000000000002,0.29999999999999716
2022-01-01,S003,P0018,204,70,97.08,15,1,1,5,1,1,False,False,False,False,True,3,0.0,0.0,128.16666666666666,126.6923076923077,14.562,-2.200000000000003
2022-01-01,S003,P0019,330,249,26.71,15,1,1,5,1,1,True,False,False,False,False,1,0.0,0.0,63.833333333333336,93.23076923076923,4.0065,-1.9000000000000021
2022-01-01,S003,P0020,431,370,95.85,20,1,1,5,1,1,False,True,False,False,False,0,0.0,0.0,155.33333333333334,151.92307692307693,19.169999999999998,-0.14999999999999147
2022-01-01,S004,P0001,477,271,15.62,15,0,1,5,1,1,False,False,False,False,True,3,0.0,0.0,81.66666666666667,135.46153846153845,2.343,0.47000000000000064
2022-01-01,S004,P0002,462,180,41.13,5,0,1,5,1,1,True,False,False,False,False,2,0.0,0.0,123.66666666666667,99.6923076923077,2.0565,3.9199999999999946
2022-01-01,S004,P0003,446,344,89.32,20,0,1,5,1,1,True,False,False,False,False,2,0.0,0.0,189.33333333333334,166.76923076923077,17.864,3.680000000000007
2022-01-01,S004,P0004,437,0,87.23,10,0,1,5,1,1,False,False,False,True,False,0,0.0,0.0,122.83333333333333,149.53846153846155,8.723,3.1299999999999955
2022-01-01,S004,P0005,397,200,81.72,0,1,1,5,1,1,False,False,False,True,False,0,0.0,0.0,109.66666666666667,122.15384615384616,0.0,3.5
2022-01-01,S004,P0006,470,382,41.35,10,0,1,5,1,1,False,True,False,False,False,1,0.0,0.0,136.16666666666666,126.53846153846153,4.135000000000001,-1.490000000000002
2022-01-01,S004,P0007,264,190,67.26,20,0,1,5,1,1,False,True,False,False,False,1,0.0,0.0,178.33333333333334,135.69230769230768,13.452000000000002,-2.480000000000004
2022-01-01,S004,P0008,250,51,85.88,20,1,1,5,1,1,False,False,True,False,False,3,0.0,0.0,170.66666666666666,111.38461538461539,17.176,0.2600000000000051
2022-01-01,S004,P0009,63,40,59.23,10,1,1,5,1,1,False,False,True,False,False,1,0.0,0.0,194.83333333333334,171.0,5.923,1.8700000000000045
2022-01-01,S004,P0010,447,104,33.48,15,0,1,5,1,1,False,False,False,True,False,1,0.0,0.0,141.5,134.07692307692307,5.021999999999999,3.6700000000000017
2022-01-01,S004,P0011,205,46,54.84,0,1,1,5,1,1,False,True,False,False,False,0,0.0,0.0,127.33333333333333,122.53846153846153,0.0,2.9199999999999946
2022-01-01,S004,P0012,349,9,14.25,5,1,1,5,1,1,False,True,False,False,False,0,0.0,0.0,167.33333333333334,139.3846153846154,0.7125,4.309999999999999
2022-01-01,S004,P0013,191,56,61.81,0,0,1,5,1,1,False,False,True,False,False,2,0.0,0.0,132.83333333333334,124.6923076923077,0.0,2.1099999999999994
2022-01-01,S004,P0014,406,63,66.94,10,1,1,5,1,1,False,True,False,False,False,3,0.0,0.0,130.33333333333334,105.3076923076923,6.694,1.5300000000000011
2022-01-01,S004,P0015,228,181,60.54,5,0,1,5,1,1,True,False,False,False,False,2,0.0,0.0,122.33333333333333,126.53846153846153,3.027,4.729999999999997
2022-01-01,S004,P0016,263,94,94.26,15,0,1,5,1,1,False,False,False,True,False,1,0.0,0.0,84.66666666666667,100.0,14.139000000000001,2.4799999999999898
2022-01-01,S004,P0017,203,46,25.55,0,0,1,5,1,1,False,True,False,False,False,3,0.0,0.0,129.16666666666666,120.46153846153847,0.0,2.5199999999999996
2022-01-01,S004,P0018,143,8,16.73,5,1,1,5,1,1,False,False,False,True,False,0,0.0,0.0,173.5,146.07692307692307,0.8365,2.0599999999999987
2022-01-01,S004,P0019,359,172,71.2,15,1,1,5,1,1,False,False,False,True,False,0,0.0,0.0,90.16666666666667,96.53846153846153,10.68,2.6499999999999915
2022-01-01,S004,P0020,211,68,11.5,20,0,1,5,1,1,True,False,False,False,False,3,0.0,0.0,141.5,95.15384615384616,2.3000000000000003,-2.24
2022-01-01,S005,P0001,111,77,70.33,10,0,1,5,1,1,False,False,False,False,True,3,0.0,0.0,118.66666666666667,149.46153846153845,7.033,-0.03999999999999204
2022-01-01,S005,P0002,415,298,57.15,5,1,1,5,1,1,True,False,False,False,False,2,0.0,0.0,115.66666666666667,112.53846153846153,2.8575,3.5600000000000023
2022-01-01,S005,P0003,384,64,36.17,5,0,1,5,1,1,False,True,False,False,False,0,0.0,0.0,177.5,180.3846153846154,1.8085000000000002,4.759999999999998
2022-01-01,S005,P0004,436,300,50.77,15,1,1,5,1,1,False,False,True,False,False,0,0.0,0.0,171.66666666666666,157.0,7.6155,3.9299999999999997
2022-01-01,S005,P0005,180,21,92.86,15,1,1,5,1,1,True,False,False,False,False,3,0.0,0.0,122.33333333333333,114.3076923076923,13.929,3.4399999999999977
2022-01-01,S005,P0006,185,176,60.76,20,0,1,5,1,1,False,False,False,True,False,1,0.0,0.0,217.16666666666666,177.07692307692307,12.152000000000001,0.39000000000000057
2022-01-01,S005,P0007,292,131,46.47,15,0,1,5,1,1,True,False,False,False,False,1,0.0,0.0,180.16666666666666,183.0,6.9704999999999995,4.3700000000000045
2022-01-01,S005,P0008,478,317,34.08,5,1,1,5,1,1,False,False,False,False,True,3,0.0,0.0,134.33333333333334,108.92307692307692,1.704,-3.639999999999997
2022-01-01,S005,P0009,182,97,87.81,5,0,1,5,1,1,False,False,False,True,False,0,0.0,0.0,143.83333333333334,106.61538461538461,4.3905,-2.3599999999999994
2022-01-01,S005,P0010,87,8,37.04,10,1,1,5,1,1,True,False,False,False,False,1,0.0,0.0,133.16666666666666,96.61538461538461,3.704,-0.1700000000000017
2022-01-01,S005,P0011,427,104,54.12,10,1,1,5,1,1,False,False,False,True,False,1,0.0,0.0,100.5,102.92307692307692,5.412,-1.0899999999999963
2022-01-01,S005,P0012,245,87,67.64,15,0,1,5,1,1,False,True,False,False,False,1,0.0,0.0,98.66666666666667,127.61538461538461,10.145999999999999,-4.109999999999999
2022-01-01,S005,P0013,317,238,82.18,5,0,1,5,1,1,False,False,True,False,False,1,0.0,0.0,79.66666666666667,83.0,4.109000000000001,4.909999999999997
2022-01-01,S005,P0014,325,171,42.62,20,1,1,5,1,1,False,True,False,False,False,2,0.0,0.0,220.5,175.30769230769232,8.524,-0.6099999999999994
2022-01-01,S005,P0015,411,250,11.54,10,0,1,5,1,1,False,False,True,False,False,0,0.0,0.0,111.33333333333333,118.46153846153847,1.154,-0.2699999999999996
2022-01-01,S005,P0016,71,11,16.3,5,0,1,5,1,1,True,False,False,False,False,3,0.0,0.0,91.33333333333333,135.46153846153845,0.8150000000000001,1.6799999999999997
2022-01-01,S005,P0017,388,371,98.31,15,1,1,5,1,1,False,True,False,False,False,0,0.0,0.0,95.0,114.23076923076923,14.7465,4.109999999999999
2022-01-01,S005,P0018,161,107,48.96,10,1,1,5,1,1,False,False,True,False,False,0,0.0,0.0,137.66666666666666,120.46153846153847,4.896000000000001,1.0700000000000003
2022-01-01,S005,P0019,235,106,88.22,5,0,1,5,1,1,False,False,False,True,False,0,0.0,0.0,110.5,109.84615384615384,4.4110000000000005,2.9399999999999977
2022-01-01,S005,P0020,108,101,11.04,10,1,1,5,1,1,False,True,False,False,False,2,0.0,0.0,124.5,127.61538461538461,1.1039999999999999,-1.8999999999999986
2022-01-02,S001,P0001,116,81,27.95,10,0,1,6,1,2,False,False,False,True,False,0,127.0,0.0,127.0,127.0,2.795,2.9400000000000013
2022-01-02,S001,P0002,416,163,19.78,15,0,1,6,1,2,True,False,False,False,False,0,150.0,0.0,106.16666666666667,132.92307692307693,2.967,-1.0199999999999996
2022-01-02,S001,P0003,488,464,70.99,10,0,1,6,1,2,True,False,False,False,False,1,65.0,0.0,54.5,116.53846153846153,7.099,1.940000000000012
2022-01-02,S001,P0004,248,116,49.56,5,0,1,6,1,2,False,False,False,True,False,1,61.0,0.0,136.16666666666666,151.69230769230768,2.478,0.8999999999999986
2022-01-02,S001,P0005,238,200,23.76,15,1,1,6,1,2,False,True,False,False,False,1,14.0,0.0,152.16666666666666,132.3846153846154,3.564,-4.57
2022-01-02,S001,P0006,471,58,47.56,0,1,1,6,1,2,False,False,True,False,False,1,128.0,0.0,119.0,172.84615384615384,0.0,-0.740000000000002
2022-01-02,S001,P0007,178,56,17.1,5,1,1,6,1,2,False,True,False,False,False,2,97.0,0.0,74.66666666666667,108.15384615384616,0.8550000000000001,-0.10000000000000142
2022-01-02,S001,P0008,92,74,58.89,5,0,1,6,1,2,True,False,False,False,False,2,312.0,0.0,186.66666666666666,174.76923076923077,2.9445,2.6700000000000017
2022-01-02,S001,P0009,99,54,99.76,20,0,1,6,1,2,False,False,False,False,True,0,175.0,0.0,141.16666666666666,158.46153846153845,19.952,-4.150000000000006
2022-01-02,S001,P0010,171,39,11.44,5,0,1,6,1,2,True,False,False,False,False,1,28.0,0.0,112.5,139.84615384615384,0.572,1.2700000000000014
2022-01-02,S001,P0011,215,12,53.84,0,1,1,6,1,2,False,False,True,False,False,0,150.0,0.0,119.83333333333333,149.6153846153846,0.0,-0.05000000000000426
2022-01-02,S001,P0012,281,56,57.84,5,1,1,6,1,2,False,False,True,False,False,1,24.0,0.0,138.0,162.84615384615384,2.8920000000000003,3.1499999999999986
2022-01-02,S001,P0013,455,31,35.51,15,1,1,6,1,2,False,False,False,False,True,2,42.0,0.0,140.16666666666666,149.69230769230768,5.326499999999999,-4.449999999999999
2022-01-02,S001,P0014,84,25,31.41,0,1,1,6,1,2,False,True,False,False,False,0,12.0,0.0,126.0,116.92307692307692,0.0,-2.8099999999999987
2022-01-02,S001,P0015,246,198,28.06,20,1,1,6,1,2,False,True,False,False,False,3,369.0,0.0,156.0,149.92307692307693,5.612,2.2300000000000004
2022-01-02,S001,P0016,399,77,35.67,15,0,1,6,1,2,False,True,False,False,False,1,255.0,0.0,106.83333333333333,115.76923076923077,5.3505,2.3500000000000014
2022-01-02,S001,P0017,242,165,28.18,5,0,1,6,1,2,False,False,True,False,False,2,246.0,0.0,137.66666666666666,173.6153846153846,1.409,-0.6799999999999997
2022-01-02,S001,P0018,478,42,74.42,5,0,1,6,1,2,False,False,False,False,True,1,151.0,0.0,128.33333333333334,136.69230769230768,3.721,-4.75
2022-01-02,S001,P0019,156,8,91.95,5,1,1,6,1,2,False,False,True,False,False,0,257.0,0.0,117.16666666666667,87.61538461538461,4.5975,-4.519999999999996
2022-01-02,S001,P0020,221,174,97.88,0,0,1,6,1,2,False,True,False,False,False,2,99.0,0.0,104.33333333333333,140.69230769230768,0.0,1.6200000000000045
2022-01-02,S002,P0001,402,343,66.57,20,1,1,6,1,2,False,True,False,False,False,1,104.0,0.0,80.33333333333333,122.84615384615384,13.314,-2.6499999999999915
2022-01-02,S002,P0002,132,71,90.36,5,0,1,6,1,2,False,False,True,False,False,3,141.0,0.0,191.0,179.30769230769232,4.518,-3.6299999999999955
2022-01-02,S002,P0003,218,157,92.24,5,1,1,6,1,2,False,False,False,True,False,2,182.0,0.0,139.66666666666666,122.23076923076923,4.612,-2.6700000000000017
2022-01-02,S002,P0004,131,88,68.71,0,0,1,6,1,2,False,False,False,True,False,0,63.0,0.0,63.0,102.6923076923077,0.0,0.6300000000000097
2022-01-02,S002,P0005,93,64,87.22,5,1,1,6,1,2,False,False,False,True,False,0,156.0,0.0,139.83333333333334,130.53846153846155,4.361,3.3700000000000045
2022-01-02,S002,P0006,344,273,79.38,0,0,1,6,1,2,False,False,False,True,False,2,250.0,0.0,195.16666666666666,134.30769230769232,0.0,-2.0999999999999943
2022-01-02,S002,P0007,340,247,17.41,15,0,1,6,1,2,False,False,False,True,False,1,393.0,0.0,198.5,142.76923076923077,2.6115,-3.84
2022-01-02,S002,P0008,241,42,14.8,15,1,1,6,1,2,False,True,False,False,False,0,29.0,0.0,115.66666666666667,212.53846153846155,2.22,-0.8600000000000012
2022-01-02,S002,P0009,296,197,30.5,0,0,1,6,1,2,False,True,False,False,False,0,9.0,0.0,80.0,169.3846153846154,0.0,-1.6400000000000006
2022-01-02,S002,P0010,472,374,27.84,15,1,1,6,1,2,False,False,False,True,False,0,126.0,0.0,121.66666666666667,199.0,4.176,4.16
2022-01-02,S002,P0011,308,154,88.62,0,0,1,6,1,2,False,False,True,False,False,3,13.0,0.0,113.16666666666667,140.07692307692307,0.0,-2.3200000000000074
2022-01-02,S002,P0012,434,236,82.35,20,0,1,6,1,2,False,False,False,False,True,2,25.0,0.0,51.333333333333336,109.07692307692308,16.47,0.7800000000000011
2022-01-02,S002,P0013,287,278,92.57,10,1,1,6,1,2,False,False,False,False,True,1,283.0,0.0,125.83333333333333,155.15384615384616,9.257,4.52000000000001
2022-01-02,S002,P0014,190,27,94.38,5,0,1,6,1,2,False,False,True,False,False,2,359.0,0.0,178.16666666666666,167.23076923076923,4.719,-4.909999999999997
2022-01-02,S002,P0015,353,106,70.59,0,1,1,6,1,2,False,False,False,False,True,3,129.0,0.0,110.33333333333333,151.0,0.0,4.679999999999993
2022-01-02,S002,P0016,210,154,63.13,10,0,1,6,1,2,False,False,False,False,True,2,63.0,0.0,86.16666666666667,126.38461538461539,6.313000000000001,4.100000000000001
2022-01-02,S002,P0017,193,176,46.04,5,1,1,6,1,2,True,False,False,False,False,2,373.0,0.0,178.0,177.23076923076923,2.302,-4.640000000000001
2022-01-02,S002,P0018,124,124,21.07,10,0,1,6,1,2,False,False,False,True,False,2,160.0,0.0,167.16666666666666,140.3846153846154,2.107,0.6400000000000006
2022-01-02,S002,P0019,492,479,79.11,0,0,1,6,1,2,False,False,False,False,True,3,15.0,0.0,127.16666666666667,158.30769230769232,0.0,0.9500000000000028
2022-01-02,S002,P0020,222,78,64.99,0,1,1,6,1,2,True,False,False,False,False,1,101.0,0.0,176.0,144.3846153846154,0.0,0.4100000000000108
2022-01-02,S003,P0001,277,114,73.48,10,0,1,6,1,2,False,False,False,False,True,2,147.0,0.0,228.66666666666666,159.0,7.348000000000001,-0.9300000000000068
2022-01-02,S003,P0002,175,2,87.5,0,0,1,6,1,2,False,False,False,True,False,2,4.0,0.0,80.83333333333333,92.6923076923077,0.0,3.700000000000003
2022-01-02,S003,P0003,157,7,88.68,20,1,1,6,1,2,False,False,False,False,True,2,77.0,0.0,221.0,217.84615384615384,17.736,-1.3000000000000114
2022-01-02,S003,P0004,120,54,82.36,20,0,1,6,1,2,False,False,True,False,False,2,31.0,0.0,124.33333333333333,139.53846153846155,16.472,3.489999999999995
2022-01-02,S003,P0005,375,282,38.56,5,0,1,6,1,2,False,False,True,False,False,3,325.0,0.0,190.83333333333334,173.07692307692307,1.9280000000000002,-1.990000000000002
2022-01-02,S003,P0006,302,93,97.74,0,0,1,6,1,2,False,False,False,True,False,3,163.0,0.0,141.0,116.23076923076923,0.0,-0.04999999999999716
2022-01-02,S003,P0007,375,85,37.68,15,0,1,6,1,2,False,True,False,False,False,2,34.0,0.0,192.66666666666666,135.15384615384616,5.652,-0.9600000000000009
2022-01-02,S003,P0008,248,136,36.03,5,0,1,6,1,2,True,False,False,False,False,0,47.0,0.0,123.83333333333333,136.92307692307693,1.8015,1.4600000000000009
2022-01-02,S003,P0009,219,140,88.97,0,1,1,6,1,2,False,True,False,False,False,0,15.0,0.0,88.66666666666667,112.92307692307692,0.0,2.5600000000000023
2022-01-02,S003,P0010,146,79,16.48,10,1,1,6,1,2,False,False,True,False,False,0,126.0,0.0,173.66666666666666,122.23076923076923,1.6480000000000001,4.940000000000001
2022-01-02,S003,P0011,218,106,58.37,10,1,1,6,1,2,False,False,True,False,False,2,232.0,0.0,139.66666666666666,114.46153846153847,5.837,-0.269999999999996
2022-01-02,S003,P0012,260,1,27.86,5,1,1,6,1,2,False,False,False,True,False,3,175.0,0.0,156.33333333333334,141.15384615384616,1.393,3.9200000000000017
2022-01-02,S003,P0013,414,203,39.14,5,1,1,6,1,2,False,True,False,False,False,2,17.0,0.0,95.0,118.84615384615384,1.957,-3.8400000000000034
2022-01-02,S003,P0014,420,368,66.51,0,0,1,6,1,2,False,False,False,False,True,0,369.0,0.0,174.0,117.23076923076923,0.0,4.329999999999998
2022-01-02,S003,P0015,435,286,89.65,20,0,1,6,1,2,False,True,False,False,False,3,260.0,0.0,161.83333333333334,172.76923076923077,17.930000000000003,-4.660000000000011
2022-01-02,S003,P0016,230,69,86.7,20,0,1,6,1,2,True,False,False,False,False,0,347.0,0.0,189.5,149.46153846153845,17.34,4.349999999999994
2022-01-02,S003,P0017,456,52,29.69,20,0,1,6,1,2,False,False,False,False,True,1,150.0,0.0,125.16666666666667,129.53846153846155,5.938000000000001,-4.420000000000002
2022-01-02,S003,P0018,319,109,86.93,10,1,1,6,1,2,False,False,False,False,True,3,70.0,0.0,112.33333333333333,120.38461538461539,8.693000000000001,-4.340000000000003
2022-01-02,S003,P0019,59,50,59.33,10,0,1,6,1,2,False,False,True,False,False,0,249.0,0.0,100.83333333333333,103.61538461538461,5.933,-4.350000000000001
2022-01-02,S003,P0020,155,0,57.07,10,1,1,6,1,2,False,True,False,False,False,1,370.0,0.0,177.5,170.92307692307693,5.707000000000001,-3.729999999999997
2022-01-02,S004,P0001,144,22,74.16,15,0,1,6,1,2,False,True,False,False,False,2,271.0,0.0,83.5,135.23076923076923,11.123999999999999,-4.420000000000002
2022-01-02,S004,P0002,283,45,59.38,0,1,1,6,1,2,False,True,False,False,False,0,180.0,0.0,93.83333333333333,110.46153846153847,0.0,3.019999999999996
2022-01-02,S004,P0003,347,89,48.18,0,1,1,6,1,2,True,False,False,False,False,0,344.0,0.0,189.16666666666666,165.30769230769232,0.0,1.4600000000000009
2022-01-02,S004,P0004,410,209,94.75,20,0,1,6,1,2,False,False,False,True,False,2,0.0,0.0,117.16666666666667,143.92307692307693,18.95,-4.650000000000006
2022-01-02,S004,P0005,99,4,60.89,5,0,1,6,1,2,False,False,False,False,True,2,200.0,0.0,143.0,134.46153846153845,3.0445,-1.4699999999999989
